work_order_id,product_sku,factory_id,planned_quantity,completed_quantity,start_date,end_date,status,priority
WO-2025-000446,FG-AUTOSYS-029,FAC-MX-01,250,250,2025-08-23,2025-08-28,COMPLETED,CRITICAL
WO-2025-000447,FG-AUTOSYS-005,FAC-EU-01,1000,1000,2025-11-18,2025-11-27,COMPLETED,HIGH
WO-2025-000448,FG-AUTOSYS-039,FAC-MX-01,250,250,2025-02-06,2025-02-18,COMPLETED,STANDARD
WO-2025-000449,FG-AUTOSYS-091,FAC-US-01,1000,1000,2025-05-11,2025-05-20,COMPLETED,CRITICAL
WO-2025-000450,FG-AUTOSYS-073,FAC-US-01,250,0,2026-05-11,2026-05-22,PLANNED,STANDARD
WO-2025-000451,FG-AUTOSYS-004,FAC-EU-01,1000,1000,2026-03-08,2026-03-18,COMPLETED,STANDARD
WO-2025-000452,FG-AUTOSYS-048,FAC-APAC-01,100,100,2025-08-18,2025-08-29,COMPLETED,CRITICAL
WO-2025-000453,FG-AUTOSYS-053,FAC-US-01,1000,1000,2025-06-02,2025-06-14,COMPLETED,CRITICAL
WO-2025-000454,FG-AUTOSYS-074,FAC-US-01,50,50,2025-03-23,2025-04-01,COMPLETED,HIGH
WO-2025-000455,FG-AUTOSYS-059,FAC-US-01,100,100,2025-02-14,2025-02-18,COMPLETED,HIGH
WO-2025-000456,FG-AUTOSYS-047,FAC-MX-01,250,250,2026-01-10,2026-01-17,COMPLETED,CRITICAL
WO-2025-000457,FG-AUTOSYS-064,FAC-EU-01,50,50,2026-03-13,2026-03-22,COMPLETED,CRITICAL
WO-2025-000458,FG-AUTOSYS-036,FAC-MX-01,1000,1000,2026-01-10,2026-01-15,COMPLETED,HIGH
WO-2025-000459,FG-AUTOSYS-055,FAC-US-01,500,500,2025-04-02,2025-04-07,COMPLETED,CRITICAL
WO-2025-000460,FG-AUTOSYS-015,FAC-EU-01,100,100,2025-07-05,2025-07-15,COMPLETED,STANDARD
WO-2025-000461,FG-AUTOSYS-035,FAC-US-01,50,50,2026-02-06,2026-02-16,COMPLETED,CRITICAL
WO-2025-000462,FG-AUTOSYS-023,FAC-APAC-01,250,250,2025-09-28,2025-10-11,COMPLETED,CRITICAL
WO-2025-000463,FG-AUTOSYS-011,FAC-APAC-01,250,250,2026-03-16,2026-03-22,COMPLETED,HIGH
WO-2025-000464,FG-AUTOSYS-082,FAC-EU-01,500,500,2025-08-01,2025-08-13,COMPLETED,CRITICAL
WO-2025-000465,FG-AUTOSYS-023,FAC-APAC-01,1000,1000,2025-03-23,2025-04-03,COMPLETED,HIGH
WO-2025-000466,FG-AUTOSYS-055,FAC-APAC-01,500,500,2025-05-30,2025-06-02,COMPLETED,STANDARD
WO-2025-000467,FG-AUTOSYS-068,FAC-APAC-01,100,100,2025-08-29,2025-09-10,COMPLETED,STANDARD
WO-2025-000468,FG-AUTOSYS-015,FAC-MX-01,250,250,2025-05-14,2025-05-22,COMPLETED,CRITICAL
WO-2025-000469,FG-AUTOSYS-018,FAC-APAC-01,250,250,2025-09-27,2025-10-07,COMPLETED,STANDARD
WO-2025-000470,FG-AUTOSYS-076,FAC-US-01,1000,1000,2026-03-01,2026-03-14,COMPLETED,STANDARD
WO-2025-000471,FG-AUTOSYS-057,FAC-US-01,100,100,2026-03-26,2026-04-01,COMPLETED,STANDARD
WO-2025-000472,FG-AUTOSYS-052,FAC-APAC-01,1000,1000,2025-04-17,2025-04-28,COMPLETED,CRITICAL
WO-2025-000473,FG-AUTOSYS-006,FAC-EU-01,100,100,2025-12-27,2026-01-10,COMPLETED,STANDARD
WO-2025-000474,FG-AUTOSYS-093,FAC-US-01,100,100,2025-12-04,2025-12-08,COMPLETED,HIGH
WO-2025-000475,FG-AUTOSYS-093,FAC-EU-01,500,0,2026-04-17,2026-04-27,PLANNED,STANDARD
WO-2025-000476,FG-AUTOSYS-013,FAC-EU-01,250,250,2025-12-08,2025-12-13,COMPLETED,HIGH
WO-2025-000477,FG-AUTOSYS-020,FAC-EU-01,1000,1000,2025-10-11,2025-10-18,COMPLETED,CRITICAL
WO-2025-000478,FG-AUTOSYS-008,FAC-EU-01,500,500,2025-12-14,2025-12-24,COMPLETED,CRITICAL
WO-2025-000479,FG-AUTOSYS-095,FAC-US-01,100,100,2025-11-15,2025-11-23,COMPLETED,CRITICAL
WO-2025-000480,FG-AUTOSYS-077,FAC-US-01,500,500,2025-07-12,2025-07-23,COMPLETED,CRITICAL
WO-2025-000481,FG-AUTOSYS-033,FAC-US-01,100,100,2025-09-16,2025-09-25,COMPLETED,STANDARD
WO-2025-000482,FG-AUTOSYS-023,FAC-MX-01,100,100,2025-07-23,2025-08-01,COMPLETED,STANDARD
WO-2025-000483,FG-AUTOSYS-076,FAC-EU-01,500,0,2026-05-18,2026-05-26,PLANNED,CRITICAL
WO-2025-000484,FG-AUTOSYS-058,FAC-APAC-01,500,0,2026-05-04,2026-05-15,PLANNED,HIGH
WO-2025-000485,FG-AUTOSYS-041,FAC-APAC-01,500,500,2025-12-16,2025-12-29,COMPLETED,HIGH
WO-2025-000486,FG-AUTOSYS-051,FAC-EU-01,50,50,2025-06-11,2025-06-16,COMPLETED,CRITICAL
WO-2025-000487,FG-AUTOSYS-080,FAC-APAC-01,50,50,2025-11-25,2025-11-30,COMPLETED,STANDARD
WO-2025-000488,FG-AUTOSYS-057,FAC-US-01,250,250,2025-12-12,2025-12-20,COMPLETED,STANDARD
WO-2025-000489,FG-AUTOSYS-097,FAC-MX-01,50,50,2025-06-02,2025-06-13,COMPLETED,STANDARD
WO-2025-000490,FG-AUTOSYS-064,FAC-US-01,100,100,2025-12-19,2025-12-29,COMPLETED,STANDARD
WO-2025-000491,FG-AUTOSYS-074,FAC-US-01,1000,1000,2025-10-03,2025-10-08,COMPLETED,HIGH
WO-2025-000492,FG-AUTOSYS-002,FAC-EU-01,50,50,2025-05-30,2025-06-06,COMPLETED,STANDARD
WO-2025-000493,FG-AUTOSYS-089,FAC-US-01,100,100,2025-05-28,2025-06-06,COMPLETED,HIGH
WO-2025-000494,FG-AUTOSYS-034,FAC-EU-01,1000,1000,2025-09-01,2025-09-07,COMPLETED,STANDARD
WO-2025-000495,FG-AUTOSYS-068,FAC-US-01,250,250,2025-03-05,2025-03-14,COMPLETED,HIGH
WO-2025-000496,FG-AUTOSYS-035,FAC-EU-01,100,100,2025-07-08,2025-07-13,COMPLETED,STANDARD
WO-2025-000497,FG-AUTOSYS-038,FAC-APAC-01,1000,1000,2026-01-08,2026-01-18,COMPLETED,STANDARD
WO-2025-000498,FG-AUTOSYS-003,FAC-EU-01,250,0,2026-05-25,2026-06-05,BLOCKED_SHORTAGE,CRITICAL
WO-2025-000499,FG-AUTOSYS-043,FAC-APAC-01,100,100,2025-05-18,2025-05-25,COMPLETED,STANDARD
WO-2025-000500,FG-AUTOSYS-074,FAC-APAC-01,50,50,2025-08-01,2025-08-04,COMPLETED,CRITICAL
WO-2025-000501,FG-AUTOSYS-070,FAC-APAC-01,50,50,2025-09-18,2025-10-01,COMPLETED,STANDARD
WO-2025-000502,FG-AUTOSYS-017,FAC-APAC-01,100,100,2025-08-06,2025-08-12,COMPLETED,HIGH
WO-2025-000503,FG-AUTOSYS-098,FAC-US-01,50,50,2025-02-08,2025-02-20,COMPLETED,STANDARD
WO-2025-000504,FG-AUTOSYS-045,FAC-APAC-01,500,500,2025-06-10,2025-06-24,COMPLETED,STANDARD
WO-2025-000505,FG-AUTOSYS-079,FAC-EU-01,250,250,2026-03-01,2026-03-10,COMPLETED,HIGH
WO-2025-000506,FG-AUTOSYS-019,FAC-MX-01,1000,1000,2025-07-28,2025-08-01,COMPLETED,HIGH
WO-2025-000507,FG-AUTOSYS-094,FAC-APAC-01,50,50,2026-01-12,2026-01-22,COMPLETED,CRITICAL
WO-2025-000508,FG-AUTOSYS-092,FAC-EU-01,1000,1000,2026-02-19,2026-03-01,COMPLETED,CRITICAL
WO-2025-000509,FG-AUTOSYS-016,FAC-US-01,100,100,2025-10-27,2025-11-09,COMPLETED,STANDARD
WO-2025-000510,FG-AUTOSYS-072,FAC-MX-01,250,250,2025-06-11,2025-06-22,COMPLETED,CRITICAL
WO-2025-000511,FG-AUTOSYS-011,FAC-APAC-01,100,100,2025-03-22,2025-03-31,COMPLETED,CRITICAL
WO-2025-000512,FG-AUTOSYS-050,FAC-US-01,1000,1000,2025-05-06,2025-05-10,COMPLETED,CRITICAL
WO-2025-000513,FG-AUTOSYS-040,FAC-APAC-01,50,0,2026-05-10,2026-05-15,PLANNED,HIGH
WO-2025-000514,FG-AUTOSYS-055,FAC-MX-01,100,100,2025-08-04,2025-08-12,COMPLETED,CRITICAL
WO-2025-000515,FG-AUTOSYS-038,FAC-EU-01,500,162,2026-04-12,2026-04-18,IN_PROGRESS,CRITICAL
WO-2025-000516,FG-AUTOSYS-022,FAC-US-01,100,100,2025-06-05,2025-06-15,COMPLETED,CRITICAL
WO-2025-000517,FG-AUTOSYS-030,FAC-APAC-01,100,100,2025-10-15,2025-10-28,COMPLETED,HIGH
WO-2025-000518,FG-AUTOSYS-016,FAC-US-01,250,250,2026-01-28,2026-02-09,COMPLETED,STANDARD
WO-2025-000519,FG-AUTOSYS-019,FAC-APAC-01,1000,1000,2025-05-21,2025-06-01,COMPLETED,HIGH
WO-2025-000520,FG-AUTOSYS-068,FAC-EU-01,1000,0,2026-05-02,2026-05-10,PLANNED,CRITICAL
WO-2025-000521,FG-AUTOSYS-064,FAC-MX-01,1000,1000,2025-12-26,2026-01-02,COMPLETED,HIGH
WO-2025-000522,FG-AUTOSYS-072,FAC-MX-01,500,500,2025-03-03,2025-03-11,COMPLETED,STANDARD
WO-2025-000523,FG-AUTOSYS-063,FAC-US-01,250,250,2026-01-03,2026-01-17,COMPLETED,STANDARD
WO-2025-000524,FG-AUTOSYS-039,FAC-EU-01,100,100,2025-07-25,2025-08-03,COMPLETED,CRITICAL
WO-2025-000525,FG-AUTOSYS-026,FAC-EU-01,250,250,2026-04-06,2026-04-12,COMPLETED,HIGH
WO-2025-000526,FG-AUTOSYS-037,FAC-MX-01,500,500,2025-06-21,2025-06-28,COMPLETED,HIGH
WO-2025-000527,FG-AUTOSYS-090,FAC-US-01,1000,1000,2026-02-19,2026-02-23,COMPLETED,HIGH
WO-2025-000528,FG-AUTOSYS-029,FAC-US-01,100,100,2026-02-19,2026-03-05,COMPLETED,HIGH
WO-2025-000529,FG-AUTOSYS-002,FAC-MX-01,1000,1000,2025-06-20,2025-07-01,COMPLETED,HIGH
WO-2025-000530,FG-AUTOSYS-044,FAC-EU-01,100,0,2026-05-01,2026-05-04,PLANNED,STANDARD
WO-2025-000531,FG-AUTOSYS-055,FAC-MX-01,250,250,2025-09-16,2025-09-20,COMPLETED,STANDARD
WO-2025-000532,FG-AUTOSYS-054,FAC-US-01,1000,1000,2026-04-08,2026-04-11,COMPLETED,CRITICAL
WO-2025-000533,FG-AUTOSYS-071,FAC-US-01,500,500,2025-07-04,2025-07-14,COMPLETED,CRITICAL
WO-2025-000534,FG-AUTOSYS-017,FAC-US-01,1000,1000,2025-10-08,2025-10-18,COMPLETED,HIGH
WO-2025-000535,FG-AUTOSYS-039,FAC-APAC-01,500,500,2025-03-19,2025-03-24,COMPLETED,CRITICAL
WO-2025-000536,FG-AUTOSYS-099,FAC-US-01,250,250,2025-05-28,2025-06-11,COMPLETED,HIGH
WO-2025-000537,FG-AUTOSYS-099,FAC-APAC-01,1000,0,2026-04-27,2026-05-08,PLANNED,STANDARD
WO-2025-000538,FG-AUTOSYS-001,FAC-MX-01,50,50,2025-12-11,2025-12-23,COMPLETED,HIGH
WO-2025-000539,FG-AUTOSYS-071,FAC-US-01,100,100,2026-03-26,2026-04-06,COMPLETED,HIGH
WO-2025-000540,FG-AUTOSYS-039,FAC-MX-01,100,100,2026-03-05,2026-03-09,COMPLETED,CRITICAL
WO-2025-000541,FG-AUTOSYS-078,FAC-EU-01,250,250,2025-06-02,2025-06-15,COMPLETED,HIGH
WO-2025-000542,FG-AUTOSYS-070,FAC-EU-01,500,500,2025-09-29,2025-10-07,COMPLETED,CRITICAL
WO-2025-000543,FG-AUTOSYS-047,FAC-APAC-01,250,250,2025-05-08,2025-05-20,COMPLETED,HIGH
WO-2025-000544,FG-AUTOSYS-086,FAC-US-01,500,500,2026-02-14,2026-02-19,COMPLETED,CRITICAL
WO-2025-000545,FG-AUTOSYS-065,FAC-US-01,100,100,2025-07-31,2025-08-09,COMPLETED,STANDARD
WO-2025-000546,FG-AUTOSYS-027,FAC-EU-01,100,100,2026-02-17,2026-02-28,COMPLETED,HIGH
WO-2025-000547,FG-AUTOSYS-056,FAC-MX-01,50,50,2026-01-19,2026-01-29,COMPLETED,STANDARD
WO-2025-000548,FG-AUTOSYS-073,FAC-EU-01,250,250,2025-12-17,2025-12-29,COMPLETED,STANDARD
WO-2025-000549,FG-AUTOSYS-037,FAC-APAC-01,500,500,2025-04-02,2025-04-05,COMPLETED,CRITICAL
WO-2025-000550,FG-AUTOSYS-034,FAC-EU-01,100,100,2026-03-25,2026-04-07,COMPLETED,CRITICAL
WO-2025-000551,FG-AUTOSYS-061,FAC-APAC-01,100,100,2025-01-30,2025-02-03,COMPLETED,STANDARD
WO-2025-000552,FG-AUTOSYS-042,FAC-APAC-01,50,50,2026-02-12,2026-02-17,COMPLETED,STANDARD
WO-2025-000553,FG-AUTOSYS-064,FAC-EU-01,100,100,2025-07-19,2025-07-25,COMPLETED,STANDARD
WO-2025-000554,FG-AUTOSYS-046,FAC-US-01,100,100,2025-12-26,2025-12-31,COMPLETED,CRITICAL
WO-2025-000555,FG-AUTOSYS-072,FAC-EU-01,50,50,2025-07-01,2025-07-10,COMPLETED,CRITICAL
WO-2025-000556,FG-AUTOSYS-055,FAC-MX-01,100,100,2025-07-12,2025-07-23,COMPLETED,STANDARD
WO-2025-000557,FG-AUTOSYS-082,FAC-US-01,1000,1000,2026-01-15,2026-01-22,COMPLETED,CRITICAL
WO-2025-000558,FG-AUTOSYS-051,FAC-MX-01,250,250,2026-01-30,2026-02-02,COMPLETED,STANDARD
WO-2025-000559,FG-AUTOSYS-089,FAC-US-01,50,50,2026-01-07,2026-01-13,COMPLETED,HIGH
WO-2025-000560,FG-AUTOSYS-013,FAC-APAC-01,100,100,2025-12-01,2025-12-06,COMPLETED,HIGH
WO-2025-000561,FG-AUTOSYS-084,FAC-APAC-01,250,250,2025-03-21,2025-03-25,COMPLETED,STANDARD
WO-2025-000562,FG-AUTOSYS-055,FAC-US-01,100,100,2025-10-24,2025-10-29,COMPLETED,STANDARD
WO-2025-000563,FG-AUTOSYS-064,FAC-EU-01,100,100,2025-12-16,2025-12-19,COMPLETED,CRITICAL
WO-2025-000564,FG-AUTOSYS-008,FAC-US-01,500,500,2025-08-10,2025-08-13,COMPLETED,STANDARD
WO-2025-000565,FG-AUTOSYS-077,FAC-EU-01,250,250,2026-03-09,2026-03-21,COMPLETED,HIGH
WO-2025-000566,FG-AUTOSYS-020,FAC-US-01,500,500,2025-12-03,2025-12-10,COMPLETED,STANDARD
WO-2025-000567,FG-AUTOSYS-054,FAC-EU-01,100,100,2025-08-30,2025-09-04,COMPLETED,HIGH
WO-2025-000568,FG-AUTOSYS-007,FAC-US-01,500,500,2025-10-20,2025-10-25,COMPLETED,STANDARD
WO-2025-000569,FG-AUTOSYS-077,FAC-APAC-01,250,250,2025-12-22,2025-12-30,COMPLETED,CRITICAL
WO-2025-000570,FG-AUTOSYS-025,FAC-APAC-01,1000,1000,2025-11-16,2025-11-29,COMPLETED,STANDARD
WO-2025-000571,FG-AUTOSYS-037,FAC-MX-01,1000,1000,2025-11-03,2025-11-13,COMPLETED,STANDARD
WO-2025-000572,FG-AUTOSYS-068,FAC-EU-01,100,100,2026-03-08,2026-03-17,COMPLETED,STANDARD
WO-2025-000573,FG-AUTOSYS-088,FAC-APAC-01,50,0,2026-05-03,2026-05-10,PLANNED,HIGH
WO-2025-000574,FG-AUTOSYS-036,FAC-US-01,250,250,2026-01-23,2026-02-05,COMPLETED,STANDARD
WO-2025-000575,FG-AUTOSYS-094,FAC-APAC-01,250,250,2026-03-09,2026-03-21,COMPLETED,CRITICAL
WO-2025-000576,FG-AUTOSYS-021,FAC-US-01,1000,1000,2025-11-09,2025-11-20,COMPLETED,CRITICAL
WO-2025-000577,FG-AUTOSYS-032,FAC-US-01,1000,1000,2025-12-21,2026-01-02,COMPLETED,STANDARD
WO-2025-000578,FG-AUTOSYS-093,FAC-MX-01,50,50,2025-03-04,2025-03-16,COMPLETED,CRITICAL
WO-2025-000579,FG-AUTOSYS-050,FAC-APAC-01,1000,1000,2025-12-20,2025-12-28,COMPLETED,HIGH
WO-2025-000580,FG-AUTOSYS-079,FAC-MX-01,250,250,2025-07-21,2025-07-31,COMPLETED,CRITICAL
WO-2025-000581,FG-AUTOSYS-035,FAC-MX-01,50,50,2025-03-19,2025-04-02,COMPLETED,STANDARD
WO-2025-000582,FG-AUTOSYS-033,FAC-US-01,500,500,2025-02-01,2025-02-11,COMPLETED,HIGH
WO-2025-000583,FG-AUTOSYS-074,FAC-EU-01,100,100,2025-01-23,2025-01-30,COMPLETED,CRITICAL
WO-2025-000584,FG-AUTOSYS-007,FAC-US-01,100,100,2026-03-01,2026-03-13,COMPLETED,HIGH
WO-2025-000585,FG-AUTOSYS-013,FAC-APAC-01,500,500,2025-06-02,2025-06-11,COMPLETED,HIGH
WO-2025-000586,FG-AUTOSYS-050,FAC-MX-01,500,500,2025-12-02,2025-12-13,COMPLETED,STANDARD
WO-2025-000587,FG-AUTOSYS-073,FAC-EU-01,100,100,2025-08-27,2025-09-09,COMPLETED,CRITICAL
WO-2025-000588,FG-AUTOSYS-035,FAC-EU-01,100,100,2025-07-13,2025-07-21,COMPLETED,STANDARD
WO-2025-000589,FG-AUTOSYS-057,FAC-MX-01,500,500,2025-07-11,2025-07-15,COMPLETED,STANDARD
WO-2025-000590,FG-AUTOSYS-036,FAC-MX-01,1000,1000,2025-04-27,2025-05-03,COMPLETED,CRITICAL
WO-2025-000591,FG-AUTOSYS-006,FAC-MX-01,100,100,2025-03-16,2025-03-28,COMPLETED,HIGH
WO-2025-000592,FG-AUTOSYS-099,FAC-US-01,100,100,2025-08-23,2025-08-27,COMPLETED,STANDARD
WO-2025-000593,FG-AUTOSYS-086,FAC-US-01,250,250,2025-05-20,2025-06-03,COMPLETED,STANDARD
WO-2025-000594,FG-AUTOSYS-027,FAC-US-01,1000,1000,2025-08-29,2025-09-08,COMPLETED,HIGH
WO-2025-000595,FG-AUTOSYS-038,FAC-EU-01,50,50,2025-04-12,2025-04-26,COMPLETED,STANDARD
WO-2025-000596,FG-AUTOSYS-030,FAC-MX-01,250,0,2026-05-08,2026-05-14,PLANNED,CRITICAL
WO-2025-000597,FG-AUTOSYS-022,FAC-MX-01,1000,1000,2025-11-21,2025-11-24,COMPLETED,CRITICAL
WO-2025-000598,FG-AUTOSYS-084,FAC-MX-01,500,500,2026-02-25,2026-03-04,COMPLETED,HIGH
WO-2025-000599,FG-AUTOSYS-060,FAC-EU-01,1000,1000,2025-07-03,2025-07-15,COMPLETED,HIGH
WO-2025-000600,FG-AUTOSYS-003,FAC-MX-01,250,250,2026-01-07,2026-01-14,COMPLETED,HIGH
WO-2025-000601,FG-AUTOSYS-017,FAC-APAC-01,50,50,2025-01-29,2025-02-03,COMPLETED,CRITICAL
WO-2025-000602,FG-AUTOSYS-040,FAC-US-01,500,500,2026-04-04,2026-04-11,COMPLETED,STANDARD
WO-2025-000603,FG-AUTOSYS-060,FAC-US-01,1000,1000,2026-01-09,2026-01-21,COMPLETED,STANDARD
WO-2025-000604,FG-AUTOSYS-097,FAC-MX-01,100,100,2025-01-20,2025-01-28,COMPLETED,CRITICAL
WO-2025-000605,FG-AUTOSYS-031,FAC-APAC-01,50,50,2025-05-14,2025-05-24,COMPLETED,STANDARD
WO-2025-000606,FG-AUTOSYS-039,FAC-MX-01,250,0,2026-04-30,2026-05-03,PLANNED,HIGH
WO-2025-000607,FG-AUTOSYS-047,FAC-MX-01,500,500,2025-04-20,2025-04-27,COMPLETED,HIGH
WO-2025-000608,FG-AUTOSYS-069,FAC-APAC-01,250,250,2025-07-31,2025-08-07,COMPLETED,HIGH
WO-2025-000609,FG-AUTOSYS-017,FAC-APAC-01,50,50,2025-03-31,2025-04-06,COMPLETED,CRITICAL
WO-2025-000610,FG-AUTOSYS-060,FAC-EU-01,50,50,2025-03-22,2025-03-30,COMPLETED,CRITICAL
WO-2025-000611,FG-AUTOSYS-061,FAC-EU-01,50,50,2026-04-04,2026-04-07,COMPLETED,CRITICAL
WO-2025-000612,FG-AUTOSYS-064,FAC-US-01,100,100,2025-04-13,2025-04-18,COMPLETED,STANDARD
WO-2025-000613,FG-AUTOSYS-059,FAC-APAC-01,100,100,2025-11-04,2025-11-15,COMPLETED,STANDARD
WO-2025-000614,FG-AUTOSYS-010,FAC-APAC-01,50,50,2025-05-30,2025-06-12,COMPLETED,STANDARD
WO-2025-000615,FG-AUTOSYS-022,FAC-US-01,1000,1000,2025-02-23,2025-02-27,COMPLETED,STANDARD
WO-2025-000616,FG-AUTOSYS-052,FAC-APAC-01,250,250,2025-09-22,2025-09-25,COMPLETED,CRITICAL
WO-2025-000617,FG-AUTOSYS-079,FAC-MX-01,500,500,2025-10-01,2025-10-09,COMPLETED,HIGH
WO-2025-000618,FG-AUTOSYS-018,FAC-MX-01,1000,1000,2025-09-09,2025-09-13,COMPLETED,STANDARD
WO-2025-000619,FG-AUTOSYS-032,FAC-EU-01,1000,1000,2025-12-19,2025-12-23,COMPLETED,CRITICAL
WO-2025-000620,FG-AUTOSYS-013,FAC-US-01,1000,1000,2025-02-28,2025-03-14,COMPLETED,HIGH
WO-2025-000621,FG-AUTOSYS-078,FAC-APAC-01,100,100,2026-01-15,2026-01-25,COMPLETED,STANDARD
WO-2025-000622,FG-AUTOSYS-074,FAC-US-01,1000,1000,2025-10-26,2025-10-29,COMPLETED,CRITICAL
WO-2025-000623,FG-AUTOSYS-088,FAC-EU-01,1000,1000,2025-12-31,2026-01-14,COMPLETED,CRITICAL
WO-2025-000624,FG-AUTOSYS-006,FAC-APAC-01,250,250,2025-04-08,2025-04-13,COMPLETED,CRITICAL
WO-2025-000625,FG-AUTOSYS-002,FAC-MX-01,50,50,2025-12-14,2025-12-23,COMPLETED,STANDARD
WO-2025-000626,FG-AUTOSYS-093,FAC-US-01,500,500,2025-04-25,2025-05-06,COMPLETED,CRITICAL
WO-2025-000627,FG-AUTOSYS-003,FAC-US-01,1000,1000,2025-09-04,2025-09-15,COMPLETED,HIGH
WO-2025-000628,FG-AUTOSYS-071,FAC-MX-01,500,500,2025-05-23,2025-06-01,COMPLETED,CRITICAL
WO-2025-000629,FG-AUTOSYS-093,FAC-EU-01,100,100,2025-06-23,2025-07-07,COMPLETED,STANDARD
WO-2025-000630,FG-AUTOSYS-031,FAC-MX-01,500,500,2025-09-20,2025-09-23,COMPLETED,CRITICAL
WO-2025-000631,FG-AUTOSYS-003,FAC-MX-01,100,100,2025-10-29,2025-11-04,COMPLETED,HIGH
WO-2025-000632,FG-AUTOSYS-062,FAC-US-01,100,100,2025-01-31,2025-02-09,COMPLETED,STANDARD
WO-2025-000633,FG-AUTOSYS-062,FAC-APAC-01,250,250,2025-10-11,2025-10-24,COMPLETED,HIGH
WO-2025-000634,FG-AUTOSYS-033,FAC-US-01,50,50,2025-10-23,2025-11-02,COMPLETED,STANDARD
WO-2025-000635,FG-AUTOSYS-080,FAC-APAC-01,500,500,2025-04-14,2025-04-28,COMPLETED,CRITICAL
WO-2025-000636,FG-AUTOSYS-036,FAC-US-01,500,500,2025-05-08,2025-05-21,COMPLETED,HIGH
WO-2025-000637,FG-AUTOSYS-043,FAC-US-01,1000,1000,2025-03-03,2025-03-10,COMPLETED,CRITICAL
WO-2025-000638,FG-AUTOSYS-044,FAC-MX-01,250,250,2025-11-27,2025-12-02,COMPLETED,HIGH
WO-2025-000639,FG-AUTOSYS-012,FAC-EU-01,1000,1000,2025-08-15,2025-08-27,COMPLETED,STANDARD
WO-2025-000640,FG-AUTOSYS-037,FAC-US-01,100,100,2025-04-15,2025-04-27,COMPLETED,CRITICAL
WO-2025-000641,FG-AUTOSYS-040,FAC-MX-01,1000,1000,2025-11-07,2025-11-20,COMPLETED,HIGH
WO-2025-000642,FG-AUTOSYS-054,FAC-US-01,100,100,2025-11-25,2025-11-30,COMPLETED,CRITICAL
WO-2025-000643,FG-AUTOSYS-024,FAC-EU-01,50,50,2025-03-04,2025-03-09,COMPLETED,STANDARD
WO-2025-000644,FG-AUTOSYS-091,FAC-US-01,250,250,2025-08-02,2025-08-05,COMPLETED,CRITICAL
WO-2025-000645,FG-AUTOSYS-039,FAC-MX-01,50,50,2025-06-17,2025-06-21,COMPLETED,CRITICAL
WO-2025-000646,FG-AUTOSYS-001,FAC-APAC-01,100,100,2025-11-02,2025-11-14,COMPLETED,CRITICAL
WO-2025-000647,FG-AUTOSYS-048,FAC-APAC-01,1000,538,2026-04-09,2026-04-18,IN_PROGRESS,CRITICAL
WO-2025-000648,FG-AUTOSYS-038,FAC-US-01,50,50,2025-09-29,2025-10-11,COMPLETED,HIGH
WO-2025-000649,FG-AUTOSYS-043,FAC-EU-01,1000,1000,2025-12-31,2026-01-12,COMPLETED,CRITICAL
WO-2025-000650,FG-AUTOSYS-005,FAC-APAC-01,250,250,2026-01-23,2026-01-27,COMPLETED,CRITICAL
WO-2025-000651,FG-AUTOSYS-074,FAC-MX-01,50,0,2026-05-01,2026-05-14,PLANNED,HIGH
WO-2025-000652,FG-AUTOSYS-075,FAC-US-01,100,100,2025-05-08,2025-05-13,COMPLETED,STANDARD
WO-2025-000653,FG-AUTOSYS-095,FAC-APAC-01,100,100,2025-10-08,2025-10-18,COMPLETED,CRITICAL
WO-2025-000654,FG-AUTOSYS-033,FAC-US-01,500,500,2026-03-18,2026-03-21,COMPLETED,STANDARD
WO-2025-000655,FG-AUTOSYS-030,FAC-US-01,250,250,2025-04-08,2025-04-17,COMPLETED,STANDARD
WO-2025-000656,FG-AUTOSYS-034,FAC-APAC-01,250,250,2025-05-11,2025-05-16,COMPLETED,CRITICAL
WO-2025-000657,FG-AUTOSYS-050,FAC-EU-01,100,100,2026-01-23,2026-02-01,COMPLETED,CRITICAL
WO-2025-000658,FG-AUTOSYS-092,FAC-US-01,50,0,2026-05-24,2026-06-04,PLANNED,CRITICAL
WO-2025-000659,FG-AUTOSYS-063,FAC-US-01,1000,1000,2026-03-10,2026-03-16,COMPLETED,HIGH
WO-2025-000660,FG-AUTOSYS-095,FAC-EU-01,50,50,2025-10-13,2025-10-23,COMPLETED,HIGH
WO-2025-000661,FG-AUTOSYS-005,FAC-APAC-01,1000,1000,2025-06-05,2025-06-18,COMPLETED,HIGH
WO-2025-000662,FG-AUTOSYS-012,FAC-EU-01,1000,1000,2025-06-06,2025-06-20,COMPLETED,HIGH
WO-2025-000663,FG-AUTOSYS-056,FAC-US-01,100,100,2025-08-05,2025-08-19,COMPLETED,STANDARD
WO-2025-000664,FG-AUTOSYS-061,FAC-US-01,1000,1000,2026-01-17,2026-01-26,COMPLETED,CRITICAL
WO-2025-000665,FG-AUTOSYS-017,FAC-EU-01,500,500,2026-03-02,2026-03-16,COMPLETED,HIGH
WO-2025-000666,FG-AUTOSYS-093,FAC-APAC-01,100,100,2025-05-10,2025-05-24,COMPLETED,STANDARD
WO-2025-000667,FG-AUTOSYS-067,FAC-US-01,50,0,2026-04-25,2026-05-09,PLANNED,STANDARD
WO-2025-000668,FG-AUTOSYS-031,FAC-MX-01,1000,1000,2025-09-17,2025-09-24,COMPLETED,CRITICAL
