material_id,sku,name,category,unit_of_measure,standard_cost,current_unit_price,safety_stock_level,reorder_point,target_stock_level,min_order_qty,lead_time_days,is_critical,primary_supplier_id,secondary_supplier_id,created_at
MAT-00598,SKU-POL-00598,Polycarbonate Sheets Grade-A-598,Polymers & Chemical,BOX,8.36,8.31,673,1968,4254,100,37,False,SUP-0080,SUP-0028,2025-01-01T00:00:00
MAT-00599,SKU-POL-00599,Polycarbonate Sheets Grade-MilSpec-599,Polymers & Chemical,KG,15.05,16.78,112,448,731,50,42,True,SUP-0004,,2025-01-01T00:00:00
MAT-00600,SKU-PAC-00600,Vibration Dampers Grade-A-600,Packaging & Hardware,PCS,37.15,36.77,274,958,1766,50,18,False,SUP-0029,SUP-0114,2025-01-01T00:00:00
MAT-00601,SKU-MEC-00601,CNC Castings Grade-B-601,Mechanical & Machining,METER,56.41,63.86,309,841,1382,50,28,True,SUP-0049,SUP-0084,2025-01-01T00:00:00
MAT-00602,SKU-RAW-00602,Carbon Steel Bars Grade-B-602,Raw Metallurgy,SET,8.9,10.19,62,244,521,50,14,False,SUP-0113,SUP-0056,2025-01-01T00:00:00
MAT-00603,SKU-MEC-00603,Bearings Grade-MilSpec-603,Mechanical & Machining,BOX,63.85,65.44,156,596,1089,50,44,False,SUP-0082,SUP-0032,2025-01-01T00:00:00
MAT-00604,SKU-RAW-00604,Sheet Metal Stainless 304 Grade-A-604,Raw Metallurgy,BOX,108.98,120.87,1089,4091,5993,250,38,False,SUP-0109,SUP-0066,2025-01-01T00:00:00
MAT-00605,SKU-PAC-00605,Corrugated Heavy Boxes Grade-B-605,Packaging & Hardware,SET,38.66,39.73,900,2876,4438,1000,38,False,SUP-0097,SUP-0066,2025-01-01T00:00:00
MAT-00606,SKU-RAW-00606,Titanium Plates Grade-MilSpec-606,Raw Metallurgy,BOX,193.34,220.63,257,968,2048,250,9,False,SUP-0075,SUP-0052,2025-01-01T00:00:00
MAT-00607,SKU-MEC-00607,Gears Grade-B-607,Mechanical & Machining,METER,10.47,10.84,556,1752,2641,25,23,False,SUP-0021,SUP-0120,2025-01-01T00:00:00
MAT-00608,SKU-RAW-00608,Copper Rods Grade-Commercial-608,Raw Metallurgy,METER,6.24,6.22,959,3191,5405,250,36,True,SUP-0044,SUP-0055,2025-01-01T00:00:00
MAT-00609,SKU-RAW-00609,Carbon Steel Bars Grade-MilSpec-609,Raw Metallurgy,PCS,3.47,3.42,233,833,1500,500,12,False,SUP-0083,SUP-0010,2025-01-01T00:00:00
MAT-00610,SKU-ELE-00610,Sensors Grade-B-610,Electronic Components,PCS,127.19,123.85,448,1341,2145,1000,19,False,SUP-0070,SUP-0026,2025-01-01T00:00:00
MAT-00611,SKU-RAW-00611,Sheet Metal Stainless 304 Grade-Commercial-611,Raw Metallurgy,KG,50.39,57.93,141,407,661,100,7,False,SUP-0095,SUP-0070,2025-01-01T00:00:00
MAT-00612,SKU-POL-00612,Industrial Lubricants Grade-Commercial-612,Polymers & Chemical,BOX,23.08,21.98,425,1580,3158,250,21,False,SUP-0098,SUP-0020,2025-01-01T00:00:00
MAT-00613,SKU-MEC-00613,Bearings Grade-Commercial-613,Mechanical & Machining,SET,33.38,36.77,224,629,1096,1000,27,False,SUP-0060,SUP-0044,2025-01-01T00:00:00
MAT-00614,SKU-POL-00614,Polycarbonate Sheets Grade-MilSpec-614,Polymers & Chemical,LITER,7.11,7.97,138,446,859,100,7,True,SUP-0019,,2025-01-01T00:00:00
MAT-00615,SKU-RAW-00615,Sheet Metal Stainless 304 Grade-MilSpec-615,Raw Metallurgy,LITER,361.52,393.03,755,2653,3763,25,26,False,SUP-0100,SUP-0089,2025-01-01T00:00:00
MAT-00616,SKU-MEC-00616,Hydraulic Valves Grade-Industrial-616,Mechanical & Machining,SET,28.28,30.43,615,2320,3973,500,31,False,SUP-0078,SUP-0074,2025-01-01T00:00:00
MAT-00617,SKU-POL-00617,Polycarbonate Sheets Grade-MilSpec-617,Polymers & Chemical,PCS,27.67,28.11,181,697,1352,50,12,False,SUP-0082,SUP-0115,2025-01-01T00:00:00
MAT-00618,SKU-ELE-00618,Connectors Grade-MilSpec-618,Electronic Components,PCS,54.51,53.82,423,1273,1853,25,25,True,SUP-0037,SUP-0027,2025-01-01T00:00:00
MAT-00619,SKU-RAW-00619,Titanium Plates Grade-A-619,Raw Metallurgy,KG,41.64,42.28,131,416,741,25,15,False,SUP-0051,SUP-0021,2025-01-01T00:00:00
MAT-00620,SKU-POL-00620,Polycarbonate Sheets Grade-B-620,Polymers & Chemical,KG,31.38,31.76,531,1656,2729,50,45,False,SUP-0086,SUP-0061,2025-01-01T00:00:00
MAT-00621,SKU-PAC-00621,Antistatic Foam Grade-Industrial-621,Packaging & Hardware,KG,10.28,9.78,1366,3886,7075,500,45,False,SUP-0009,SUP-0106,2025-01-01T00:00:00
MAT-00622,SKU-POL-00622,Industrial Lubricants Grade-MilSpec-622,Polymers & Chemical,SET,41.21,39.47,531,1805,3716,50,26,True,SUP-0118,SUP-0059,2025-01-01T00:00:00
MAT-00623,SKU-POL-00623,Polycarbonate Sheets Grade-B-623,Polymers & Chemical,SET,194.46,213.25,395,1599,3132,25,43,False,SUP-0117,SUP-0085,2025-01-01T00:00:00
MAT-00624,SKU-MEC-00624,Hydraulic Valves Grade-Industrial-624,Mechanical & Machining,BOX,107.77,113.97,514,1730,3476,25,38,False,SUP-0009,SUP-0090,2025-01-01T00:00:00
MAT-00625,SKU-RAW-00625,Aluminum Billets 6061 Grade-A-625,Raw Metallurgy,SET,141.53,156.15,334,1074,1900,25,20,False,SUP-0058,SUP-0022,2025-01-01T00:00:00
MAT-00626,SKU-POL-00626,Industrial Lubricants Grade-Industrial-626,Polymers & Chemical,BOX,13.98,14.4,265,783,1181,1000,14,False,SUP-0005,SUP-0002,2025-01-01T00:00:00
MAT-00627,SKU-POL-00627,Industrial Lubricants Grade-MilSpec-627,Polymers & Chemical,PCS,8.26,7.98,444,1258,2608,50,37,False,SUP-0092,SUP-0057,2025-01-01T00:00:00
MAT-00628,SKU-ELE-00628,Connectors Grade-A-628,Electronic Components,KG,21.36,21.55,49,147,223,100,7,False,SUP-0051,SUP-0022,2025-01-01T00:00:00
MAT-00629,SKU-MEC-00629,Hydraulic Valves Grade-A-629,Mechanical & Machining,BOX,26.08,27.55,385,1308,2153,25,13,False,SUP-0007,SUP-0108,2025-01-01T00:00:00
MAT-00630,SKU-PAC-00630,Corrugated Heavy Boxes Grade-A-630,Packaging & Hardware,LITER,81.75,90.2,217,882,1532,25,19,False,SUP-0048,SUP-0117,2025-01-01T00:00:00
MAT-00631,SKU-RAW-00631,Sheet Metal Stainless 304 Grade-A-631,Raw Metallurgy,KG,3.81,4.35,99,333,494,100,9,True,SUP-0086,SUP-0022,2025-01-01T00:00:00
MAT-00632,SKU-RAW-00632,Titanium Plates Grade-B-632,Raw Metallurgy,SET,131.96,130.83,225,905,1501,25,20,False,SUP-0055,SUP-0016,2025-01-01T00:00:00
MAT-00633,SKU-POL-00633,Silicone Gaskets Grade-A-633,Polymers & Chemical,LITER,20.62,20.47,375,1575,3320,250,30,False,SUP-0085,SUP-0105,2025-01-01T00:00:00
MAT-00634,SKU-RAW-00634,Titanium Plates Grade-MilSpec-634,Raw Metallurgy,PCS,15.34,16.76,491,1800,2656,100,17,False,SUP-0119,SUP-0109,2025-01-01T00:00:00
MAT-00635,SKU-POL-00635,Polycarbonate Sheets Grade-Industrial-635,Polymers & Chemical,KG,8.06,8.68,290,1016,1917,500,11,False,SUP-0041,SUP-0109,2025-01-01T00:00:00
MAT-00636,SKU-POL-00636,Industrial Lubricants Grade-Commercial-636,Polymers & Chemical,BOX,3.97,4.36,131,403,853,100,8,False,SUP-0091,SUP-0002,2025-01-01T00:00:00
MAT-00637,SKU-MEC-00637,Gears Grade-B-637,Mechanical & Machining,SET,60.67,58.6,198,678,1297,50,16,False,SUP-0064,SUP-0038,2025-01-01T00:00:00
MAT-00638,SKU-PAC-00638,Antistatic Foam Grade-Industrial-638,Packaging & Hardware,KG,26.59,26.74,1158,3501,5709,25,33,False,SUP-0098,SUP-0006,2025-01-01T00:00:00
MAT-00639,SKU-MEC-00639,Shafts Grade-Industrial-639,Mechanical & Machining,KG,5.94,5.89,834,2319,4214,50,45,True,SUP-0032,SUP-0103,2025-01-01T00:00:00
MAT-00640,SKU-POL-00640,ABS Resin Pellets Grade-A-640,Polymers & Chemical,LITER,5.9,5.69,152,617,1156,50,15,False,SUP-0082,SUP-0019,2025-01-01T00:00:00
MAT-00641,SKU-MEC-00641,Bearings Grade-A-641,Mechanical & Machining,LITER,16.96,18.57,431,1655,2646,100,34,False,SUP-0093,SUP-0026,2025-01-01T00:00:00
MAT-00642,SKU-PAC-00642,Antistatic Foam Grade-B-642,Packaging & Hardware,METER,153.84,172.68,397,1298,2256,500,17,False,SUP-0047,SUP-0051,2025-01-01T00:00:00
MAT-00643,SKU-POL-00643,Polycarbonate Sheets Grade-MilSpec-643,Polymers & Chemical,PCS,18.44,20.33,892,2827,5208,50,45,False,SUP-0011,SUP-0098,2025-01-01T00:00:00
MAT-00644,SKU-RAW-00644,Copper Rods Grade-MilSpec-644,Raw Metallurgy,METER,4.7,4.89,133,525,932,50,28,False,SUP-0078,SUP-0062,2025-01-01T00:00:00
MAT-00645,SKU-MEC-00645,CNC Castings Grade-A-645,Mechanical & Machining,SET,18.72,20.52,1097,2953,5015,250,32,False,SUP-0052,SUP-0119,2025-01-01T00:00:00
MAT-00646,SKU-RAW-00646,Titanium Plates Grade-A-646,Raw Metallurgy,LITER,18.17,20.48,468,1777,3108,100,17,False,SUP-0016,SUP-0050,2025-01-01T00:00:00
MAT-00647,SKU-RAW-00647,Titanium Plates Grade-MilSpec-647,Raw Metallurgy,BOX,1.5,1.63,483,1781,2542,100,22,False,SUP-0084,SUP-0050,2025-01-01T00:00:00
MAT-00648,SKU-ELE-00648,Capacitors Grade-Industrial-648,Electronic Components,SET,23.11,24.06,407,1750,3529,1000,17,False,SUP-0033,SUP-0032,2025-01-01T00:00:00
MAT-00649,SKU-POL-00649,Industrial Lubricants Grade-Commercial-649,Polymers & Chemical,PCS,19.03,20.05,688,2045,3682,500,23,False,SUP-0055,SUP-0022,2025-01-01T00:00:00
MAT-00650,SKU-POL-00650,Epoxy Adhesives Grade-Industrial-650,Polymers & Chemical,BOX,52.76,54.47,102,310,626,100,13,False,SUP-0094,SUP-0112,2025-01-01T00:00:00
MAT-00651,SKU-MEC-00651,Shafts Grade-B-651,Mechanical & Machining,BOX,187.51,193.06,154,623,1257,250,7,False,SUP-0022,SUP-0105,2025-01-01T00:00:00
MAT-00652,SKU-PAC-00652,Antistatic Foam Grade-Industrial-652,Packaging & Hardware,BOX,84.71,87.78,186,604,1088,25,19,False,SUP-0024,SUP-0091,2025-01-01T00:00:00
MAT-00653,SKU-POL-00653,Epoxy Adhesives Grade-B-653,Polymers & Chemical,KG,18.25,18.07,396,1063,2229,250,23,False,SUP-0104,SUP-0098,2025-01-01T00:00:00
MAT-00654,SKU-PAC-00654,Corrugated Heavy Boxes Grade-B-654,Packaging & Hardware,PCS,7.26,7.32,182,566,1008,1000,8,False,SUP-0036,SUP-0009,2025-01-01T00:00:00
MAT-00655,SKU-ELE-00655,Microcontrollers Grade-A-655,Electronic Components,METER,416.0,457.75,688,1968,3346,500,40,True,SUP-0006,SUP-0013,2025-01-01T00:00:00
MAT-00656,SKU-RAW-00656,Copper Rods Grade-MilSpec-656,Raw Metallurgy,METER,26.18,28.04,706,2002,4309,1000,27,False,SUP-0088,SUP-0114,2025-01-01T00:00:00
MAT-00657,SKU-POL-00657,Industrial Lubricants Grade-Commercial-657,Polymers & Chemical,PCS,24.91,28.52,101,281,483,50,36,False,SUP-0104,SUP-0013,2025-01-01T00:00:00
MAT-00658,SKU-ELE-00658,Connectors Grade-A-658,Electronic Components,SET,23.89,24.03,883,2703,5208,250,35,False,SUP-0105,SUP-0032,2025-01-01T00:00:00
MAT-00659,SKU-PAC-00659,Antistatic Foam Grade-B-659,Packaging & Hardware,PCS,30.51,35.0,118,328,713,1000,30,False,SUP-0105,SUP-0042,2025-01-01T00:00:00
MAT-00660,SKU-RAW-00660,Copper Rods Grade-B-660,Raw Metallurgy,SET,20.93,21.91,969,2635,5673,250,34,False,SUP-0102,SUP-0011,2025-01-01T00:00:00
MAT-00661,SKU-ELE-00661,PCBs Grade-Industrial-661,Electronic Components,SET,13.05,12.91,941,3983,7162,25,39,False,SUP-0067,SUP-0113,2025-01-01T00:00:00
MAT-00662,SKU-RAW-00662,Titanium Plates Grade-MilSpec-662,Raw Metallurgy,KG,13.44,15.18,607,2235,3433,1000,22,False,SUP-0062,SUP-0085,2025-01-01T00:00:00
MAT-00663,SKU-ELE-00663,Microcontrollers Grade-MilSpec-663,Electronic Components,BOX,23.66,22.62,474,1770,2842,250,24,False,SUP-0042,SUP-0116,2025-01-01T00:00:00
MAT-00664,SKU-ELE-00664,Capacitors Grade-Commercial-664,Electronic Components,BOX,13.49,14.77,1121,4631,7754,1000,45,True,SUP-0112,SUP-0029,2025-01-01T00:00:00
MAT-00665,SKU-POL-00665,Epoxy Adhesives Grade-MilSpec-665,Polymers & Chemical,KG,11.2,11.14,1227,3339,6663,25,44,True,SUP-0009,,2025-01-01T00:00:00
MAT-00666,SKU-PAC-00666,Vibration Dampers Grade-B-666,Packaging & Hardware,METER,27.58,31.46,243,771,1601,250,44,False,SUP-0001,SUP-0040,2025-01-01T00:00:00
MAT-00667,SKU-RAW-00667,Carbon Steel Bars Grade-B-667,Raw Metallurgy,SET,18.53,20.06,136,382,631,100,41,False,SUP-0014,SUP-0051,2025-01-01T00:00:00
MAT-00668,SKU-MEC-00668,Gears Grade-MilSpec-668,Mechanical & Machining,KG,128.3,137.32,160,565,1018,1000,45,False,SUP-0086,SUP-0109,2025-01-01T00:00:00
MAT-00669,SKU-ELE-00669,Sensors Grade-Commercial-669,Electronic Components,LITER,1.5,1.61,315,845,1408,1000,10,False,SUP-0038,SUP-0091,2025-01-01T00:00:00
MAT-00670,SKU-MEC-00670,Hydraulic Valves Grade-A-670,Mechanical & Machining,KG,81.5,91.39,92,292,487,1000,8,False,SUP-0039,SUP-0105,2025-01-01T00:00:00
MAT-00671,SKU-POL-00671,Silicone Gaskets Grade-MilSpec-671,Polymers & Chemical,LITER,96.61,93.17,509,1727,2598,500,42,False,SUP-0037,SUP-0090,2025-01-01T00:00:00
MAT-00672,SKU-ELE-00672,Sensors Grade-MilSpec-672,Electronic Components,BOX,2.51,2.47,243,915,1869,50,16,False,SUP-0090,SUP-0062,2025-01-01T00:00:00
MAT-00673,SKU-ELE-00673,Sensors Grade-Commercial-673,Electronic Components,PCS,16.83,18.27,579,1582,2336,250,17,False,SUP-0019,SUP-0049,2025-01-01T00:00:00
MAT-00674,SKU-MEC-00674,CNC Castings Grade-A-674,Mechanical & Machining,SET,16.3,17.6,382,1614,2570,250,22,False,SUP-0020,SUP-0081,2025-01-01T00:00:00
MAT-00675,SKU-RAW-00675,Titanium Plates Grade-B-675,Raw Metallurgy,BOX,5.22,5.74,322,898,1724,100,36,False,SUP-0102,SUP-0086,2025-01-01T00:00:00
MAT-00676,SKU-POL-00676,Silicone Gaskets Grade-A-676,Polymers & Chemical,PCS,10.43,10.15,451,1921,3569,500,21,False,SUP-0083,SUP-0086,2025-01-01T00:00:00
MAT-00677,SKU-POL-00677,Silicone Gaskets Grade-A-677,Polymers & Chemical,SET,7.23,7.13,735,2295,3395,25,26,False,SUP-0083,SUP-0090,2025-01-01T00:00:00
MAT-00678,SKU-PAC-00678,Hex Flange Bolts M8 Grade-MilSpec-678,Packaging & Hardware,BOX,168.59,160.83,873,3609,7469,500,38,False,SUP-0069,SUP-0101,2025-01-01T00:00:00
MAT-00679,SKU-ELE-00679,Capacitors Grade-A-679,Electronic Components,KG,68.67,77.08,563,2237,3362,50,27,False,SUP-0001,SUP-0072,2025-01-01T00:00:00
MAT-00680,SKU-MEC-00680,CNC Castings Grade-Commercial-680,Mechanical & Machining,METER,99.36,111.31,734,2825,6163,1000,41,True,SUP-0065,SUP-0039,2025-01-01T00:00:00
MAT-00681,SKU-ELE-00681,Capacitors Grade-Industrial-681,Electronic Components,PCS,54.26,61.82,873,3428,6144,100,35,False,SUP-0101,SUP-0038,2025-01-01T00:00:00
MAT-00682,SKU-PAC-00682,Vibration Dampers Grade-Commercial-682,Packaging & Hardware,SET,7.09,7.46,68,288,435,50,22,False,SUP-0085,SUP-0105,2025-01-01T00:00:00
MAT-00683,SKU-MEC-00683,Bearings Grade-Commercial-683,Mechanical & Machining,KG,13.78,14.72,301,950,1528,1000,11,False,SUP-0094,SUP-0080,2025-01-01T00:00:00
MAT-00684,SKU-MEC-00684,Gears Grade-MilSpec-684,Mechanical & Machining,PCS,42.03,47.87,468,1928,3829,1000,20,False,SUP-0089,SUP-0019,2025-01-01T00:00:00
MAT-00685,SKU-MEC-00685,Shafts Grade-Commercial-685,Mechanical & Machining,BOX,6.4,6.91,387,1035,1808,25,27,False,SUP-0021,SUP-0054,2025-01-01T00:00:00
MAT-00686,SKU-PAC-00686,Hex Flange Bolts M8 Grade-A-686,Packaging & Hardware,METER,53.75,52.4,274,754,1524,50,30,True,SUP-0009,SUP-0043,2025-01-01T00:00:00
MAT-00687,SKU-MEC-00687,Shafts Grade-A-687,Mechanical & Machining,PCS,18.83,19.31,164,524,1100,500,18,False,SUP-0049,SUP-0014,2025-01-01T00:00:00
MAT-00688,SKU-POL-00688,ABS Resin Pellets Grade-Commercial-688,Polymers & Chemical,METER,16.24,17.7,59,229,494,250,10,False,SUP-0071,SUP-0035,2025-01-01T00:00:00
MAT-00689,SKU-MEC-00689,Shafts Grade-Commercial-689,Mechanical & Machining,SET,53.63,57.33,146,629,1139,50,23,False,SUP-0062,SUP-0076,2025-01-01T00:00:00
MAT-00690,SKU-MEC-00690,Hydraulic Valves Grade-MilSpec-690,Mechanical & Machining,SET,39.99,43.87,689,2309,4078,250,45,True,SUP-0048,SUP-0091,2025-01-01T00:00:00
MAT-00691,SKU-RAW-00691,Copper Rods Grade-Commercial-691,Raw Metallurgy,METER,16.49,16.58,433,1317,1935,100,26,False,SUP-0092,SUP-0113,2025-01-01T00:00:00
MAT-00692,SKU-POL-00692,Silicone Gaskets Grade-A-692,Polymers & Chemical,BOX,87.82,84.82,253,1033,1682,250,10,False,SUP-0012,SUP-0022,2025-01-01T00:00:00
MAT-00693,SKU-ELE-00693,PCBs Grade-Commercial-693,Electronic Components,BOX,7.47,7.3,430,1452,2748,1000,14,False,SUP-0088,SUP-0087,2025-01-01T00:00:00
MAT-00694,SKU-ELE-00694,PCBs Grade-Commercial-694,Electronic Components,BOX,48.3,49.22,1013,4253,7480,50,45,False,SUP-0085,SUP-0118,2025-01-01T00:00:00
MAT-00695,SKU-PAC-00695,Hex Flange Bolts M8 Grade-B-695,Packaging & Hardware,PCS,47.11,48.21,927,3169,5382,25,38,False,SUP-0046,SUP-0007,2025-01-01T00:00:00
MAT-00696,SKU-RAW-00696,Sheet Metal Stainless 304 Grade-Commercial-696,Raw Metallurgy,PCS,17.45,17.59,89,304,650,1000,43,False,SUP-0034,SUP-0028,2025-01-01T00:00:00
MAT-00697,SKU-PAC-00697,Corrugated Heavy Boxes Grade-MilSpec-697,Packaging & Hardware,SET,35.12,39.32,496,1718,2412,1000,26,True,SUP-0096,,2025-01-01T00:00:00
MAT-00698,SKU-MEC-00698,Gears Grade-Industrial-698,Mechanical & Machining,PCS,6.2,6.02,474,1594,3395,25,16,False,SUP-0011,SUP-0068,2025-01-01T00:00:00
MAT-00699,SKU-MEC-00699,Shafts Grade-B-699,Mechanical & Machining,LITER,67.79,69.76,623,1771,2633,250,41,False,SUP-0055,SUP-0115,2025-01-01T00:00:00
MAT-00700,SKU-POL-00700,Polycarbonate Sheets Grade-B-700,Polymers & Chemical,METER,20.02,22.01,139,500,753,250,19,True,SUP-0091,SUP-0026,2025-01-01T00:00:00
MAT-00701,SKU-RAW-00701,Aluminum Billets 6061 Grade-B-701,Raw Metallurgy,BOX,13.8,13.66,294,954,1713,1000,33,False,SUP-0086,SUP-0035,2025-01-01T00:00:00
MAT-00702,SKU-MEC-00702,Shafts Grade-MilSpec-702,Mechanical & Machining,SET,77.78,85.18,172,466,947,50,14,False,SUP-0106,SUP-0050,2025-01-01T00:00:00
MAT-00703,SKU-MEC-00703,Shafts Grade-Commercial-703,Mechanical & Machining,PCS,11.3,12.47,967,2599,5171,250,34,False,SUP-0087,SUP-0107,2025-01-01T00:00:00
MAT-00704,SKU-POL-00704,Silicone Gaskets Grade-Industrial-704,Polymers & Chemical,LITER,5.21,5.04,472,1732,3487,100,18,False,SUP-0080,SUP-0020,2025-01-01T00:00:00
MAT-00705,SKU-MEC-00705,Gears Grade-B-705,Mechanical & Machining,LITER,4.43,4.83,442,1684,3509,1000,18,False,SUP-0090,SUP-0094,2025-01-01T00:00:00
MAT-00706,SKU-MEC-00706,Hydraulic Valves Grade-A-706,Mechanical & Machining,KG,47.78,49.23,238,1020,1590,25,34,False,SUP-0025,SUP-0119,2025-01-01T00:00:00
MAT-00707,SKU-POL-00707,Industrial Lubricants Grade-Commercial-707,Polymers & Chemical,METER,6.0,6.54,695,2878,5012,25,37,False,SUP-0029,SUP-0044,2025-01-01T00:00:00
MAT-00708,SKU-RAW-00708,Aluminum Billets 6061 Grade-Industrial-708,Raw Metallurgy,METER,169.06,170.09,159,609,852,1000,10,False,SUP-0054,SUP-0032,2025-01-01T00:00:00
MAT-00709,SKU-RAW-00709,Sheet Metal Stainless 304 Grade-Industrial-709,Raw Metallurgy,LITER,2.48,2.49,575,1981,3255,25,38,False,SUP-0056,SUP-0024,2025-01-01T00:00:00
MAT-00710,SKU-ELE-00710,Connectors Grade-B-710,Electronic Components,METER,158.56,162.07,1540,4740,7539,100,40,False,SUP-0096,SUP-0100,2025-01-01T00:00:00
MAT-00711,SKU-MEC-00711,Bearings Grade-MilSpec-711,Mechanical & Machining,PCS,30.94,34.88,85,265,564,1000,9,False,SUP-0096,SUP-0078,2025-01-01T00:00:00
MAT-00712,SKU-MEC-00712,Hydraulic Valves Grade-MilSpec-712,Mechanical & Machining,PCS,22.06,21.29,568,1803,2745,50,19,False,SUP-0044,SUP-0039,2025-01-01T00:00:00
MAT-00713,SKU-MEC-00713,Gears Grade-Commercial-713,Mechanical & Machining,BOX,13.47,13.48,1252,3456,6078,1000,29,False,SUP-0110,SUP-0109,2025-01-01T00:00:00
MAT-00714,SKU-ELE-00714,PCBs Grade-A-714,Electronic Components,LITER,38.06,39.35,57,176,344,50,17,False,SUP-0065,SUP-0102,2025-01-01T00:00:00
MAT-00715,SKU-RAW-00715,Aluminum Billets 6061 Grade-Commercial-715,Raw Metallurgy,PCS,23.54,26.1,1056,3146,6594,25,38,False,SUP-0095,SUP-0105,2025-01-01T00:00:00
MAT-00716,SKU-MEC-00716,Gears Grade-Commercial-716,Mechanical & Machining,LITER,82.57,87.73,168,726,1348,500,18,False,SUP-0078,SUP-0035,2025-01-01T00:00:00
MAT-00717,SKU-ELE-00717,Connectors Grade-MilSpec-717,Electronic Components,SET,27.82,30.37,422,1247,2296,50,25,False,SUP-0039,SUP-0110,2025-01-01T00:00:00
MAT-00718,SKU-MEC-00718,CNC Castings Grade-Commercial-718,Mechanical & Machining,KG,28.94,29.18,296,824,1187,50,24,False,SUP-0114,SUP-0036,2025-01-01T00:00:00
MAT-00719,SKU-MEC-00719,Bearings Grade-A-719,Mechanical & Machining,PCS,16.45,17.76,238,868,1307,500,42,False,SUP-0048,SUP-0042,2025-01-01T00:00:00
MAT-00720,SKU-RAW-00720,Carbon Steel Bars Grade-A-720,Raw Metallurgy,BOX,23.04,25.65,271,991,1399,1000,18,False,SUP-0029,SUP-0094,2025-01-01T00:00:00
MAT-00721,SKU-PAC-00721,Corrugated Heavy Boxes Grade-MilSpec-721,Packaging & Hardware,BOX,34.42,34.47,397,1482,2393,500,35,False,SUP-0078,SUP-0071,2025-01-01T00:00:00
MAT-00722,SKU-POL-00722,Polycarbonate Sheets Grade-MilSpec-722,Polymers & Chemical,KG,3.74,4.1,355,1147,2027,50,12,False,SUP-0019,SUP-0116,2025-01-01T00:00:00
MAT-00723,SKU-MEC-00723,Bearings Grade-MilSpec-723,Mechanical & Machining,BOX,5.57,5.49,437,1301,2016,50,32,False,SUP-0040,SUP-0021,2025-01-01T00:00:00
MAT-00724,SKU-ELE-00724,PCBs Grade-B-724,Electronic Components,LITER,55.57,62.9,559,1639,3354,500,15,False,SUP-0013,SUP-0093,2025-01-01T00:00:00
MAT-00725,SKU-ELE-00725,PCBs Grade-MilSpec-725,Electronic Components,PCS,29.61,28.78,245,707,1141,1000,22,True,SUP-0120,SUP-0006,2025-01-01T00:00:00
MAT-00726,SKU-PAC-00726,Corrugated Heavy Boxes Grade-A-726,Packaging & Hardware,PCS,20.04,21.21,97,382,766,250,19,False,SUP-0110,SUP-0091,2025-01-01T00:00:00
MAT-00727,SKU-MEC-00727,Shafts Grade-Industrial-727,Mechanical & Machining,LITER,25.04,24.56,87,247,366,100,8,True,SUP-0081,SUP-0070,2025-01-01T00:00:00
MAT-00728,SKU-ELE-00728,Connectors Grade-MilSpec-728,Electronic Components,KG,35.96,34.17,350,1214,1978,1000,16,False,SUP-0030,SUP-0055,2025-01-01T00:00:00
MAT-00729,SKU-POL-00729,ABS Resin Pellets Grade-MilSpec-729,Polymers & Chemical,KG,13.55,15.56,131,523,1118,25,28,False,SUP-0037,SUP-0046,2025-01-01T00:00:00
MAT-00730,SKU-ELE-00730,Connectors Grade-B-730,Electronic Components,KG,10.42,10.79,536,1480,2885,500,16,False,SUP-0024,SUP-0087,2025-01-01T00:00:00
MAT-00731,SKU-RAW-00731,Carbon Steel Bars Grade-A-731,Raw Metallurgy,METER,30.43,34.48,54,152,331,1000,7,False,SUP-0120,SUP-0034,2025-01-01T00:00:00
MAT-00732,SKU-MEC-00732,Shafts Grade-B-732,Mechanical & Machining,LITER,8.36,8.69,86,268,580,100,14,False,SUP-0062,SUP-0105,2025-01-01T00:00:00
MAT-00733,SKU-MEC-00733,CNC Castings Grade-Industrial-733,Mechanical & Machining,KG,38.44,37.92,1109,3292,5698,1000,37,False,SUP-0041,SUP-0064,2025-01-01T00:00:00
MAT-00734,SKU-RAW-00734,Sheet Metal Stainless 304 Grade-B-734,Raw Metallurgy,LITER,3.77,3.9,1635,4628,7903,500,41,False,SUP-0069,SUP-0064,2025-01-01T00:00:00
MAT-00735,SKU-POL-00735,Epoxy Adhesives Grade-Commercial-735,Polymers & Chemical,BOX,76.1,84.64,128,485,1009,100,7,False,SUP-0012,SUP-0031,2025-01-01T00:00:00
MAT-00736,SKU-PAC-00736,Antistatic Foam Grade-B-736,Packaging & Hardware,PCS,41.26,39.69,240,790,1633,500,25,False,SUP-0109,,2025-01-01T00:00:00
MAT-00737,SKU-POL-00737,Polycarbonate Sheets Grade-B-737,Polymers & Chemical,KG,32.51,31.25,370,1083,2119,250,31,False,SUP-0090,SUP-0091,2025-01-01T00:00:00
MAT-00738,SKU-RAW-00738,Aluminum Billets 6061 Grade-A-738,Raw Metallurgy,BOX,72.31,77.11,68,268,405,50,8,False,SUP-0077,SUP-0112,2025-01-01T00:00:00
MAT-00739,SKU-ELE-00739,Microcontrollers Grade-Commercial-739,Electronic Components,LITER,153.24,150.17,825,2697,5334,250,26,False,SUP-0096,SUP-0018,2025-01-01T00:00:00
MAT-00740,SKU-ELE-00740,Sensors Grade-A-740,Electronic Components,KG,74.87,72.02,366,1419,2436,250,39,False,SUP-0078,SUP-0097,2025-01-01T00:00:00
